"";"data"
"8940";"Man that was great racing, But Alonso should be penalized for dangerous driving, Could have been a serious accident. #BritishGP"
"8941";"RT @odngkr: ""@egomaurice: Great battle for 5th place. #BritishGP"" &lt; That's what #F1 is all about."
"8942";"Alonso why you so bloody stubborn! He'd have punctured Vettel! #BritishGP"
"8943";"For all their bitching and moaning, that was a super tussle between Vettel and @alo_oficial #BritishGP #F1"
"8944";"That is why they have six world titles between them. #BritishGP"
"8945";"Lap 48: #Vettel overtook @alo_oficial for P5. What a great fight! #F1 #BritishGP #Silverstone"
"8946";"Ben diyorum iste <U+0001F612> Yediremiyor kendine #Vettel ....  #BritishGP"
"8947";"Can someone slap Vettel please? Thanks #F1 #BritishGP"
"8948";"now thats wheel 2 wheel racing... #Alonso #Vettel #F1 #BritishGP"
"8949";"RT @TopGearPh: Vettel has just set a record. Most complaints about another driver in a single race. #Formula1 #BritishGP #ForzaAlonso"
"8950";"That was some tense racing from Alonso and Vettel #BritishGP"
"8951";"We've had our differences in the past, but that was masterful driving by Vettel. Let that end the 'he can't drive' nonsense. #BritishGP"
"8952";"My host father and I watch F1 together #BritishGP #bonding"
"8953";"My dilemma… #BritishGP @ Iftaar #Wimbledon2014 @ Tarawi #WorldCup14 @ Sehri"
"8954";"Great footage of the Vettel vs Alonso battle on @BBCF1 #BritishGP"
"8955";"Vettel est enfin passé. #BritishGP"
"8956";"INCREDIBLE racing between Alonso and Vettel <U+0001F601> #BritishGP"
"8957";"Nice by Vettel!!! But his moaning is getting on mi nerves now #ShutUp #F1 #BritishGP"
"8958";"Come on Seb. Stop complaining #F1 #BritishGP you have the place now"
"8959";"RT @BC_F1: #Formula1 Oh shut up! Vettel. Stay on the damn track. #F1 #BritishGP #Silverstone"
"8960";"Wow!!! Vettel still got it #BritishGP"
"8961";"What a race Alonso and Vittel are having....sick driving #BritishGP"
"8962";"One does not simply overtake Nando. #F1 #BritishGP"
"8963";"Vettel finally goes past Alonso. 5 laps to go. #BritishGP"
"8964";"#BritishGP 48/52: #Vettel ha superato #Alonso dopo un duello bellissimo. Sono davvero due grandissimi campioni!"
"8965";"Vettel mata el tigre y se asusta con el cuero, esta muy lloron este año #BritishGP"
"8966";"Alonso c'est quoi ce suicidaire ? omg. ""ALL THE TIME YOU HAVE TO LEAVE THE SPACE"" mon cul connard d'espagnol #f1 #britishgp"
"8967";"#F1 #BritishGP Lo peor de haberme quitado los tapones de los oídos es que ahora escucho a Lobato en todo su esplendor..."
"8968";"Eso es manejo!!! ALO-VET!!! #BritishGP"
"8969";"Vettel is a greeting faced chunt! #BritishGP"
"8970";"Nice overtake by Vettel, how close were they? Good respect between them :) #BritishGP"
"8971";"Alonso fights back, wheel to wheel fight for P5 L47/52 #F1  #BritishGP"
"8972";"Vettel finally gets passed Alonso. #BritishGP"
"8973";"RT @DesotellRacing: FANTASTIC racing with ALO and VET!! #F1 #BritishGP"
"8974";"Lol Vettel is such a cry baby #BritishGP"
"8975";"Fantastic wheel-to-wheel action #Vettel #Alonso #BritishGP"
"8976";"<U+0431><U+043E><U+0440><U+044C><U+0431><U+0430> <U+0447><U+0442><U+043E> <U+043D><U+0430><U+0434><U+043E> <U+0432><U+044B><U+0448><U+043B><U+0430>.. <U+0416><U+0430><U+043B><U+044C>,<U+0447><U+0442><U+043E> <U+0432><U+0441><U+0435><U+0433><U+043E> <U+0437><U+0430> <U+043F><U+044F><U+0442><U+0443><U+044E> <U+043F><U+043E><U+0437><U+0438><U+0446><U+0438><U+044E> #BritishGP #F1"
"8977";"RT @Drivin4Pleasure: Vettel takes Alonso, Alonso takes Vettel, Vettel takes Alonso, brilliant #BritishGP #F1"
"8978";"#BritishGP #F1EnLa5ta Woah! Lo mejor que hemos visto al momento, que batalla ha ganado Vettel. VET P5"
"8979";"Buuaaah! Que duelo Alonso - Vettel!! #F1 #BritishGP"
"8980";"Every one of those defending moves is a reason Alonso is still the best driver out there. #ABCF1 #F1 #BritishGP"
"8981";"Did anyone else hold their breath then!!! @alo_oficial V @Sebas_Vettel #F1 #BritishGP"
"8982";"Harikasiniz çocuklar muhtesem mücadele #BritishGP #ALO #VET"
"8983";"Amazing day of sport! #TdF #WimbledonFinal #TeamFederer #BritishGP #TeamLewis"
"8984";"<U+826F><U+3044><U+30D0><U+30C8><U+30EB>!<U+3053><U+308C><U+3053><U+305D><U+3001>F1!<U+30D5><U+30A7><U+30EB><U+30CA><U+30F3><U+30C9>·<U+30A2><U+30ED><U+30F3><U+30BD> VS <U+30BB><U+30D0><U+30B9><U+30C1><U+30E3><U+30F3>·<U+30D9><U+30C3><U+30C6><U+30EB><U+3002>#F1 #F1JP #FIA #BRITISHGP #GBRGP #SILVERSTONE http://t.co/OZsjUt7pkI"
"8985";"#Vettel and #alonso showing superb driving. Highest quality and respect between drivers. Wonderful #SkyF1 #britishgp"
"8986";"It was inevitable. Sebastian had been on Fernando'a diabs for far too long. #BritishGP"
"8987";"Sebastian Vettel FINALLY passes Alonso for fifth in a three corner overtake! What a fantastic battle! #BritishGP #Formula1"
"8988";"GOOSEBUMPS ALL OVER ME!! #BritishGP"
"8989";"How the hell has @danielricciardo doubled the tyre life of the @pirellisport #mediums?? #Silverstone50 #BritishGP"
"8990";"Sebastian Vettel please stop moaning! It's a race mate! GET ON WITH IT! #BritishGP"
"8991";"INEFFINGSANE!!! #Vettel #Alonso #Alonslow #F1 #BritishGP"
"8992";"Hamilton must be loving that Rosberg's out of the race! He's winning it for sure now! #BritishGP"
"8993";"What a duel?! Seb and Fernando flirting with danger! It's Hunt and Lauda once again! #F1 #BritishGP"
"8994";"Seb needs to stop bloody whining so much #BritishGP"
"8995";"Gotta say that was a good overtake by Vettel #BritishGP"
"8996";"Alonso was fuming <U+0001F602><U+0001F602> #BritishGP"
"8997";"Vettel vs Alonso... What a duel... #BritishGP"
"8998";"Stop crying Vettel. #BritishGP"
"8999";"Sensational drive, Vettel. Held that line till Alonso have in. #Guts #F1 #BritishGP"
"9000";"Wow that was close. #BritishGP"
"9001";"Che manovra di Vettel su Alonso!! Da ORGASMO!! #F1 #BritishGP #Silverstone50"
"9002";"That is insane driving! #Alonso v #Vettel #WhatARace #BritishGP #F1"
"9003";"Vettel needs to stop acting like a little bitch #F1 #BritishGP"
"9004";"Wow that was tense! #Alonso #Vettel #BritishGP"
"9005";"Ha Ricciardo 3 - fajnie #BritishGP #F1"
"9006";"That's what we needed to be talking about :) #F1 #BritishGP"
"9007";"So exciting!»""@F1grid: Wow! Vettel gets around Alonso and they are wheel to wheel. #F1 #FuelYourFire #BritishGP"""
"9008";"Vettel and Alonso trying to kill each other. Great entertainment tho! #BritishGP"
"9009";"Wow some great driving from Seb and Fernando today.. Despite the moaning from both #F1 #BritishGP"
"9010";"Lap 47: @f1_vettel finally manages to pass @alo_oficial but not without a moan! #BritishGP"
"9011";"Great battling from two former world champs! #Alonso #Vettel #F1 #BritishGP"
"9012";"Wooooo that was fun #BritishGP #Silverstone50"
"9013";"@jyorke75 @The_only_Trisha @LewisHamilton Awwwwww what a good boy he is. #BritishGP #babyRon"
"9014";"Vettel &amp; Alonso #let'sgoracing #BritishGP"
"9015";"#F1 - #BritishGP #SkyMotori #Formula1 #UKGP #Silverstone http://t.co/gqTIJl3IY1"
"9016";"Stop whining Vettel, that's brilliant racing #BritishGP"
"9017";"Vad hände med taxiförar-racingen och bränslesnål körning? @alo_oficial @Svenskaracefans #SebastianVettel #BritishGP #SRF #F1se #Twittmotor"
"9018";"What a pass by #Vettel on #Alonso #F1 #BritishGP"
"9019";"IMPRESIONANTE SEBASTIÁN VETTEL!! A pesar de las movidas de Alonso, le quita la posición! #BritishGP #F1xFOX"
"9020";"What fucking overtake by Seb that was <U+0001F64C> #BritishGP #SkyF1"
"9021";"Safety car! Dummys all over the track! #BritishGP #Silverstone50"
"9022";"Indeed RT @BaronVonClutch: HOLY BALLS. THIS IS CLOSE. #F1 http://t.co/s8NhP6xODE #F1 #FuelYourFire #BritishGP"
"9023";"<U+0424><U+0435><U+0442><U+0442><U+0435><U+043B><U+044C> <U+0447><U+0443><U+0442><U+044C> <U+043D><U+0435> <U+043E><U+043F><U+0438><U+0441><U+0430><U+043B><U+0441><U+044F>.<U+0434><U+0438><U+043A><U+0438><U+0435> <U+0432><U+0438><U+0437><U+0433><U+0438> <U+043F><U+043E> <U+0440><U+0430><U+0434><U+0438><U+043E> #<U+0444><U+043E><U+0440><U+043C><U+0443><U+043B><U+0430>1 #BritishGP #F1"
"9024";"What a battle!!! ALO n VET #BritishGP"
"9025";"RT @CStevens_journo: Wooohooooo! That was stunning racing there. Shame Vettel ruined it with his whiney crap #F1 #BritishGP"
"9026";"Alonso n Fettel are just like Legolas and Gimli ""another one!"" #f1 #BritishGP"
"9027";"WHOA! My god, that was just incredible! #F1 #BritishGP"
"9028";"Amazing truly amazing #Alonso #Vettel #BritishGP. Stop complaining Vettel drivers have had to put up with this for years."
"9029";"What an incredible battle! Tho Vettel's moved totally undermined by his childish moaning #growup #BritishGP"
"9030";"VET and ALO go side by side in some incredible racing! Just inches between the two cars and VET comes out on top! #BritishGP"
"9031";"RT @TheMiclaran: Loving the #BritishGP here at the Miclaran, although we are big Williams fans!! Hoping for a HAM, BOT, BUT finish"
"9032";"They were wheel to wheel all through the old pit straight. Vettel snatches 5th #BritishGP #RaceCommentweeter #F1"
"9033";"That was insane! Brilliant stuff #alonso #vettle #BritishGP #SkyF1"
"9034";"Great racing between Alonso and Vettel great to watch. #F1 #BritishGP"
"9035";"Who blinks first? Turns out was Alonso ! Decent !! #ger #esp #BritishGP"
"9036";"Vettel consegue finalmente passar @alo_oficial e assume a tão sonhada 5a posição #F1 #BritishGP #Silverstone50 #EleElanaF1"
"9037";"<U+03A4><U+03A1><U+039F><U+039C><U+0395><U+03A1><U+0397> <U+039C><U+0391><U+03A7><U+0397> @alo_oficial VET #silverstone #BritishGP #F1"
"9038";"Great battle between Fernando and Vettel there. Too much moaning from both drivers though! Get on with it. #F1 #BritishGP thrilling!"
"9039";"""Come on, Sebby."" I feel ya Mr Horner #BritishGP #F1"
"9040";"Go to hell vettel ! Everyone's tired of your moaning ! #BritishGP #F1"
"9041";"Heart in mouth stuff between Vettel and Alonso there. A few inches either way and it'd have been an aeroplane crash. #BritishGP #F1"
"9042";"Extremely spirited battle between Vettel &amp; Alonso for fifth. The four-time World Champ FINALLY completes the pass. #F1 #BritishGP"
"9043";"Vettel and Alonso wheel to wheel there, F1 doesn't get much better than these two! Outstanding! #BritishGP"
"9044";"Really interesting to hear Christian Horner commentate as Vettel passes Alonso #BritishGP"
"9045";"As much as I dislike Vettel, that was a bloody good overtake on Alonso. #BritishGP #Silverstone"
"9046";"That was the angry pass to end all angry passes. Get in Seb! #F1 #BritishGP"
"9047";"FANTASTIC racing with ALO and VET!! #F1 #BritishGP"
"9048";"Immense racing there! Vettel though... What a winging brat. #Vettel #Alonso #BritishGP #F1 #Sky"
"9049";"Solid pass by Vettel! #BritishGP #F1"
"9050";"FANTASTIQUE !!! #VETTEL PASSE #ALONSO APRES UN DUEL EXCEPTIONNEL !!! #F1 #BritishGP #Silverstone"
"9051";"Which to watch?! #Wimbledon2014 #TDF2014 #BritishGP"
"9052";"That was tense #BritishGP"
"9053";"Vettel 5e Alonso 6e #BritishGP"
"9054";"#F1 #BritishGP Yeeeeees !!!! Magnifique manoeuvre de Sebastian Vettel sur la Ferrari d'Alonso :)"
"9055";"How good is Ricciardo? #f1 #britishgp"
"9056";"That was close! #Vettel #Alonso #BritishGP"
"9057";"#Britishgp #amazing overtake by VET #F1"
"9058";"Of course, it was just the amizingly good Red Bull car, right? #F1 #BBCF1 #SkyF1 #BritishGP"
"9059";"Vettel went off track to get that run on Alonso #F1 #BritishGP"
"9060";"Wow! Vettel got him but just barely. #BritishGP"
"9061";"Do you know why people are booing you Vettel? It's because you're a whining cry-baby. Stop your moaning and drive instead! #F1 #BritishGP"
"9062";"goooooo Seb! #BritishGP"
"9063";"Vettel supera a Alonso en la 48/52 impresionante maniobra.. #BritishGp #F1"
"9064";"Well done Vettel! #BritishGP"
"9065";"You can't beat it when the best of the best go wheel to wheel #Alonso #Vettel #BritishGP"
"9066";"Great fight from Vettel and Alonso  #F1 #BritishGP"
"9067";"Got to give it to Vettel, that overtake was exciting to watch! #BritishGP"
"9068";"Vettel is a whinging tool #BritishGP"
"9069";"I LOVE YOU SEBA THAT'S HOW IT'S DONE #AlwaysBelieveInSeb #BritishGP"
"9070";"STOP WHINING, SEBASTIAN. MY GOODNESS. JUST SHUT UP. #F1 #BritishGP"
"9071";"ESPECTACULAR, ESPECTACULAR #A3F1GranBretaña #BritishGP"
"9072";"Vettel #BritishGP too risky"
"9073";"Vettel gets down the inside of Copse, Alonso yields and lets Vettel through #F1 #BritishGP"
"9074";"Oh my word Sebastian vettel and fernando alonso battle! <U+0001F631> #BritishGP"
"9075";"Jog on Alonso #F1 #BritishGP"
"9076";"Great time to have Christian Horner live! #BBCF1 #BritishGP ""Come on Sebby!"""
"9077";"OMG! The race between Vettel and Alonso! AMAZING! #F1 #BritishGP"
"9078";"Whoa Seb passes by Alo #BritishGP"
"9079";"AWESOME VETTEL AWESOME <U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F> #BritishGP #F1"
"9080";"What a battle!!!!! #F1 #BritishGP Alonso and Seb!"
"9081";"#BritishGP me arrepiei com essa ultrapassagem do @Sebas_Vettel no fim da reta"
"9082";"Grabeeeeee!!!! Nakakatawa lang si Vettel. #BritishGP"
"9083";"Wow what a race !! #BritishGP"
"9084";"Magnifique #Alnso vs #Vettel #F1 #BritishGP"
"9085";"Vettel finally overtook Alonso #BritishGP #Vettel #Alonso"
"9086";"Five laps to go at Silverstone. Jenson P4, Kevin P7. HAM leads from BOT, RIC, Jenson, VET, ALO, Kevin, HUL, KVY, VER. #BritishGP"
"9087";"RT @F1TotalOfficial: The Spaniard gets past on the outside, on the run to Copse. Beautiful fight between two #F1 World Champions #BritishGP"
"9088";"Impresionante maniobra de Vettel.! #Grosso #F1 #BritishGP"
"9089";"Fantastic scrap between Alonso and Vettel!!! #F1 #BritishGP"
"9090";"#Vettel supera #Alonso dopo un prolungato duello. #Silverstone50 #BritishGP http://t.co/VeApi6PmUG"
"9091";"Superbe roues-contre-roues entre Vettel et Alonso qui finit par s'imposer !! #F1 #BritishGP"
"9092";"@F1_Madness vet just, just gets past Alo after many frustrating laps behind car 14. Horner chats us through it - great racing. #BritishGP"
"9093";"Vettel you're a whiney bitch #F1 #SkyF1 #BritishGP"
"9094";"Brilliant wheel to wheel stuff between Vettel and Alonso #BritishGP"
"9095";"Shut the fuck up Vettel. #BritishGP"
"9096";"Alonso-Vettel on the edge.... Just how did they not crash?! Amazing racing! #F1 #BritishGP"
"9097";"What a race!! #BritishGP"
"9098";"That was amazing #BritishGP"
"9099";"Somebbody hit Vettle a slap, ffs. #BritishGP"
"9100";"Vettel you cry baby. Complaining bout everything! Shut up and race bitch! #BritishGP"
"9101";"#BritishGP 48/52: che sorpasso di #Vettel!!!!"
"9102";"I'm #TeamLH, but I really wanna see @JensonButton on the podium today. <U+2764><U+FE0F> #pinkforpapa #BritishGP #Silverstone50"
"9103";"Alonso vs Vettel. Vettel wins it #BritishGP"
"9104";"Alonso and Vettel just then <U+0001F44C>#F1 #BritishGP"
"9105";"What a fight!!! #BritishGP"
"9106";"That is outstanding from Vettel &amp; Alonso! Great racing #BritishGP"
"9107";"Uhuuuuuuullll!!! GO SEB!!! @redbullracing #F1 #BritishGP"
"9108";"#F1 #BritishGP Et Vettel qui arrive à passer Alonso ! Et il se plaint encore !"
"9109";"Woah. What a nice duel between Alonso and Vettel! #BritishGP #F1"
"9110";"Amazing racing!!!! #Silverstone50 #BritishGP"
"9111";"#BritishGP Lap 47 - Vettel is through what a battle. Almost drove into Alonso"
"9112";"What a battle between Alonso and vettel #BritishGP"
"9113";"That was amazing control by Vettel and Alonso. Jesus. My nerves #BritishGP #F1"
"9114";"Christian Horner commentating live on Vettel passing Alonso, great bit of TV #bbcf1 #BritishGP"
"9115";"Come fa #Massa a trovarsi sempre nel posto sbagliato al momento sbagliato?? #GPSilverstone #BritishGP #skymotori"
"9116";"That. Was. Great. Racing. #F1 #FuelYourFire #BritishGP"
"9117";"Loving this wheel-to-wheel racing between Alonso and Vettel as the latter takes the pass. #BritishGP #F1 Silverstone"
"9118";"This is real #F1 racing now. ALO VET that was great. #BritishGP"
"9119";"Mucha pelea la de Vettel y Alonso #BritishGP"
"9120";"Alonso e Vettel fanno affiancati tutta Woodcote, poi alla Copse Vettel riesce a superare.#F1 #BritishGP"
"9121";"Lap 47: Now @f1_vettel exceeds track limits... @f1_vettel challenges @alo_oficial but @alo_oficial manages to defend. #BritishGP"
"9122";"Madonna Santissima. #SkyMotori #F1 #BritishGP"
"9123";"Vettel has some stones! #F1 #BritishGP"
"9124";"Alonso vs. Vettel. That was MAD. #BritishGP"
"9125";"What racing from Alonso and Vettel!! Somehow they didnt touch and Vettel gets up into 5th #BritishGP"
"9126";"Vettel needs to stop whining. Alonso may have exceeded track limits, but he hasn't pushed Vettel off unfairly otherwise. #F1 #BritishGP"
"9127";"Wow #Vettel! Ganz starkes Manöver! Eines Weltmeisters würdig! #F1 #BritishGP"
"9128";"RT @playthegamef1: #F1 - Vettel passa Alonso #BritishGP #SkyMotori #Formula1 #UKGP #Silverstone"
"9129";"That was some epic racing between Vettel and Alonso #BritishGP"
"9130";"Great move by Seb . #wheeltowheel #BritishGP"
"9131";"Wooooow what a fking battle. Vettel v Alonso!!!!!! #BritishGP"
"9132";"YES SEB!! <U+0001F44D> #BritishGP #F1"
"9133";"Wooohooooo! That was stunning racing there. Shame Vettel ruined it with his whiney crap #F1 #BritishGP"
